875	-1956
929	11122
730	-9417
874	-6547
933	-1003
914	-860
928	-1518
371	-1447
941	-2882
-437	-3893
358	-2871
754	1530
935	-16002
934	-2562
911	1684
483	742
902	-23746
905	-22921
805	2921
898	2792
766	-12051
258	2509
931	4754
648	5369
940	1171
224	-2907
749	180
907	-4304
930	-4188
822	-6445
700	6799
609	3080
931	3278
833	-7666
561	-4027
675	-9102
292	3234
57	-6217
771	-613
894	-6988
-1463	4997
783	-9682
940	2202
866	-4438
646	-2825
784	-18084
818	9747
680	219
653	-3621
869	-9663
416	1246
799	-1516
938	-5699
827	-5474
408	555
908	-4788
875	1213
498	4821
936	7504
943	-982
905	-7017
593	3907
904	-4404
938	8459
780	-4629
933	-3619
-132	8944
918	-2848
743	-1810
873	4937
902	-6351
-164	1222
538	-5098
883	4493
899	638
-145	-6770
-185	-3358
937	2446
923	4228
921	-1353
699	-6071
885	-1354
903	-9919
943	2548
812	-222
754	-1278
850	-1838
901	3896
882	1981
506	9338
742	1568
844	-6623
823	3455
625	-1934
941	-3728
639	-3429
858	-3334
300	5080
858	-7481
-274	7293
-778	3866
934	-1186
263	-754
923	-3930
332	288
733	-13824
-1271	9003
829	-4544
904	7034
852	6123
941	-5429
92	6203
927	1204
546	953
736	8184
278	-3956
635	1798
934	-7539
-176	5746
420	8253
-2530	22410
924	10202
766	-816
914	5055
753	734
780	-5724
917	-1896
919	7661
867	2005
911	3864
917	-4417
928	-1617
920	2579
500	-5247
827	-8200
-1047	-5315
819	-3850
875	4025
807	-952
845	-2865
-1211	10661
245	2836
99	8417
741	-9839
-12866	62717
892	-1807
891	2330
739	529
902	-9341
943	-5016
941	-6440
871	-3879
-297	5601
575	-7013
922	-9382
939	586
857	-16979
942	-2964
935	-8901
911	3292
828	625
945	-3553
690	-794
889	-1670
533	-5168
464	-1772
-10705	57112
912	3571
889	10023
761	-1036
788	-5965
733	-17767
-492	16950
830	-1467
799	-1801
904	-1191
883	-7997
232	-969
919	153
782	-220
719	-2228
596	1935
-1321	10997
400	3833
605	-9420
887	6684
859	-5338
-117	3603
771	-4005
894	6126
680	5787
903	1340
-297	7347
615	-2130
933	-4271
851	18419
-1619	16792
815	-9944
-92	-3280
708	-1191
-7337	43598
942	5208
408	-686
637	-3542
617	1083
781	-7432
943	-330
809	-4527
-3350	22616
944	-4267
538	-11114
877	4076
630	6218
530	9517
941	-720
860	-4820
232	-6272
909	-12682
635	12714
-1946	22400
867	3848
939	2145
-11	10119
-219	4726
941	879
935	-808
798	932
565	4958
133	-1855
941	-10077
926	-1626
-3988	26690
938	6325
933	-7552
928	397
920	-7642
906	387
633	-3036
615	725
942	-9156
935	-6575
798	8394
623	1465
939	-7675
906	-2805
724	4556
329	-11466
519	-8940
890	3188
-42	2669
943	-10357
413	-5224
831	-8822
523	-2111
830	-13421
-989	7457
519	-3155
942	-2656
902	-5851
-51	9471
793	2025
587	6714
905	1477
453	-10861
-80	587
444	4410
888	7198
802	2297
-4521	30581
886	4732
933	-6937
935	6544
922	2632
769	1650
937	3117
943	-2090
-380	6729
13	2222
836	-4165
926	3381
781	9449
941	-6862
921	-10092
919	-10266
735	-4069
907	-18621
943	-429
927	-3573
416	-10210
827	2603
-369	6155
940	-3970
870	837
866	-2854
680	-5350
918	-3391
769	3996
2	-4038
225	-2267
593	5216
449	-628
-804	10214
921	2406
937	-5796
432	1335
557	-4886
825	-3257
943	510
934	-6716
802	-5253
934	3838
811	5686
935	-6794
269	5873
933	2551
-190	8476
881	3778
-14521	61858
-245	-6412
862	-5340
632	-1680
-2994	14379
917	-10102
864	-9888
0	-19580
-11030	52752
895	-563
906	-3735
458	5206
928	-827
945	2849
862	-7863
930	-1728
863	-4405
366	-4287
98	-1078
-914	5492
-244	7187
942	-2584
774	-9333
479	9910
939	588
942	-11751
931	-8638
-763	168
716	-2042
446	-3455
917	-900
590	-4708
683	-2774
905	3602
-204	8448
940	-5337
742	2834
-980	-786
129	-1643
880	-12992
924	-5315
102	-10546
412	6305
902	-2196
346	-6374
870	-3415
851	-6799
944	1989
559	-10625
-2700	15587
936	-6010
632	2129
879	-1166
744	2111
719	4728
93	4960
918	-6506
-66	-8302
-814	2521
572	3978
905	-4382
-11854	56529
930	-2064
922	2234
923	1220
879	-129
-1121	-488
812	-1566
886	-3692
310	-275
875	-7874
897	-5484
579	-8338
421	-15308
-1424	9344
921	2168
893	30
920	-3022
459	918
925	-3941
837	1368
908	2895
914	-6016
822	-7566
940	4885
883	5918
943	-1961
887	-631
857	1226
-492	-357
734	-2582
206	594
710	-4591
927	-3776
795	-11618
-3120	17346
833	-4244
-4326	29134
-2121	8226
723	-14260
902	-6114
916	4903
316	-3198
-100	423
-457	5136
312	-6271
800	2825
132	1930
889	496
-14994	67292
755	4738
477	1280
844	-6472
603	-4247
-122	-2504
939	3204
491	2380
-112	-8321
938	800
939	4485
943	7979
888	-5042
909	-619
449	4123
898	3912
860	2260
850	-5447
817	3795
942	-5704
-264	2090
886	-10767
919	-3889
900	-1849
713	-367
937	-12598
-424	11578
854	2988
935	-9521
838	2993
-1784	-991
910	-1791
784	2454
931	-905
888	-8309
852	1583
818	447
936	-13108
857	-2229
896	-801
570	-380
837	-3298
897	-5493
937	-2473
740	-4747
937	-1361
932	5027
842	6622
-303053	27110
855	6465
864	-1769
914	-7258
867	2132
121	10782
-726	611
911	-134
797	2283
933	-3190
905	-992
754	2268
751	-1407
-3243	19053
914	-3240
944	3383
888	1476
900	430
246	-501
820	3387
121	-10467
900	4095
792	-5006
936	-2331
493	-1103
164	-1798
910	-8128
933	-11305
-135	4557
915	-5002
913	1745
930	-2532
-4464	26785
905	-7531
-98	4447
701	15236
890	-3321
-9970	45924
596	3798
485	2285
861	-12003
888	-7619
700	10612
490	-7421
640	-1721
914	-1381
674	-387
890	4219
944	-1596
669	3923
935	-1503
864	-1221
794	-6866
935	5731
670	-3275
933	-3181
878	1086
919	-893
846	5110
748	-7428
939	859
930	-8536
881	-3524
903	-1256
945	-4311
139	4297
940	-2257
892	-11306
9	-3591
761	3896
614	-8753
719	7441
444	230
844	-2528
-269	-2088
945	-22410
610	-47
759	-1643
-157	5543
873	-9852
856	-818
817	611
881	-6305
848	-8789
282	2306
854	-7031
938	-8269
384	-2497
-1042	8816
678	-12843
-576	966
828	-6822
885	-6940
408	-2869
926	-14883
912	-6625
740	-7077
856	-1775
589	-1777
805	3177
703	3171
871	-4557
591	851
856	-5626
933	-603
921	-5259
909	1773
910	-8340
911	-7915
385	3672
821	-13236
725	3112
-88	6066
894	-8609
934	417
861	4299
931	188
894	3095
943	3061
-544	-275
482	-4315
878	-4599
733	-4323
862	-5139
838	-6906
840	-551
873	2871
244	3421
927	-2931
844	-3380
841	-2814
872	638
40	6778
751	2001
817	7025
916	-114
929	4890
859	5565
-2495	19973
-148	-11659
930	-230
925	-2662
892	1246
523	5570
504	-1611
937	1542
894	4133
-38	1997
576	-4816
36	-4037
934	-3593
943	5681
886	7088
939	-4344
-459	5622
360	-11391
761	-2136
939	-888
766	-5924
881	-17285
942	-3635
940	467
933	-3979
760	3483
843	1136
922	-14312
487	-1763
912	3586
933	8311
634	1841
-5413	29531
659	-11054
942	11995
894	-5
916	-11359
809	-1407
776	-12235
908	1283
800	-12011
843	3612
945	-9957
902	-1035
585	-11908
888	6100
707	1854
922	-6814
899	5135
-754	2141
915	-30811
883	-20440
934	3636
905	-863
-326	5365
875	6154
782	-5092
652	3530
913	-3503
512	-951
408	-6721
929	-59
901	-7316
669	5274
764	-1471
241	996
839	3802
-966	5799
904	-4772
667	-6694
903	-4168
-3251	22657
212	-3052
706	6503
-3607	21463
879	-2428
903	-8821
709	6541
925	6283
566	-1801
930	-3164
808	9953
854	6543
895	-890
49	-4907
890	231
926	-2056
-595	3734
902	-4023
873	-4838
628	4106
937	1079
876	1125
941	349
499	-256
-65	8991
911	-7486
649	-8371
762	-4832
871	11835
754	-4066
679	2017
944	-1806
541	-2418
393	4041
586	178
650	118
902	6992
645	-7957
928	-2008
897	-9497
652	2382
775	-1173
-377	3319
943	3039
595	-14132
887	-4244
933	4130
704	-423
-1503	13731
939	-9702
500	2178
847	-3918
716	-4589
586	5922
-746	-904
520	2651
887	-3295
346	-3744
934	-1478
-601	10166
937	-1904
938	-9895
917	-3413
888	-7778
915	-1286
944	-1462
895	-3403
755	5744
771	-4036
833	-4192
907	-5259
679	1693
711	2402
495	-6277
927	-2491
445	6352
482	-2849
849	-7791
945	-6829
79	7471
888	1430
796	-10043
661	1074
-694	-352
291	3399
902	-1174
843	-2431
790	7121
706	399
927	-8241
804	-6713
169	-3978
847	-10154
880	-14017
942	-2435
762	-18403
896	-2101
915	-3718
-1192	19487
888	-2255
295	1172
933	788
-38846	-99966
-2644	-2794
-546	19352
236	7585
526	4172
843	3620
-1545	2726
-4116	20496
937	-5362
747	-5275
896	-2856
913	-2315
890	725
855	10480
902	3054
861	464
938	7781
-8712	48004
873	-2752
-2065	3732
292	12201
791	-10141
-3274	14129
836	-3143
782	-7411
-638	-80
937	4134
872	12809
-8103	54143
861	-3322
870	9277
842	5258
826	-3335
812	-2732
901	-4589
900	-3582
937	-3863
908	-5859
870	6450
467	-13830
830	-13837
925	-1370
377	-696
-19565	71758
630	-2702
889	961
881	3764
701	3614
-152	-18832
892	3258
857	-10896
907	3034
-352	-6432
915	3741
765	2710
500	5236
922	1592
-3143	15085
822	-3506
835	-3282
943	441
877	8883
933	-1380
874	-3977
-129	6005
913	-1499
937	4603
920	-14890
-90	8275
-3279	16271
711	-7430
795	8814
945	8464
925	2683
944	4699
-10272	57410
926	-9364
531	-1703
11	2255
923	-1638
896	-1141
380	366
901	2705
587	-1370
715	-1117
102	6576
-5631	24131
459	155
678	-2471
945	11797
760	-13036
928	-3563
420	-2682
832	-843
-315	5797
896	-14346
934	-4409
879	10288
773	417
288	4809
926	824
811	-5616
926	-5813
914	6389
643	4727
879	1983
-2278	10739
-4087	17017
893	-3230
-620	2071
938	-1968
511	1075
719	-4095
898	-3573
907	4832
936	681
563	-192
919	-4508
-1419	3600
210	3113
735	-812
834	-4038
642	535
876	10682
716	-9791
895	-2416
-334	9259
922	2280
172	3381
912	-4082
851	-6787
899	5978
938	-7128
904	-619
673	-13102
415	-3232
926	-4933
743	11988
866	-4313
940	-8318
945	6256
637	-2467
944	-1355
-1706	8544
856	-4685
911	-3118
942	-5075
842	-4146
933	-1504
568	26
895	3069
922	5427
-3	7357
889	1111
-446	-2153
700	2783
-367	10150
647	-13851
920	-2714
904	-10831
922	754
62	-5129
891	-10343
-606	3580
937	-3728
121	-6298
943	-17972
-712	5198
873	-8452
918	-4215
-33145	-5818
306	2923
52	-10847
896	-6371
-235	3279
762	-3924
381	1288
681	-375
839	6418
845	871
507	2262
920	-437
922	-5660
935	-8540
897	6379
422	-2281
-279	823
