376	4588
-13089	6308
-26554	7388
13840	-23899
-13089	9634
-13089	18275
376	9659
-13089	10567
-13089	6365
376	10459
376	-1087
376	-770
13840	-24955
-13089	-3142
376	-4732
-13089	-11242
376	7633
376	4644
-13089	-10548
13840	13372
376	640
13840	17921
13840	10510
376	11847
376	-16723
-13089	-9933
376	8295
376	10422
376	-11284
-13089	1759
13840	6999
13840	3410
13840	8968
-13089	-5266
-13089	6152
376	7178
13840	-10423
376	5412
376	-22178
-13089	-8908
-13089	4395
376	6123
376	7720
13840	1961
376	15933
-13089	5204
376	6255
-13089	-11360
-13089	3443
13840	7554
-13089	7569
376	-11751
376	3820
-13089	-2391
376	2795
13840	14926
-13089	2423
376	-1633
376	16439
376	-7768
-26554	-12990
376	-12515
13840	12474
376	-9413
376	-6813
-13089	17676
376	15225
376	6011
-13089	-27
13840	18212
13840	-2930
376	-461
376	6206
376	-11764
13840	-31153
-26554	8759
13840	-3586
376	-7186
376	-4053
376	-20292
-26554	6326
376	-8868
376	6991
376	-8927
13840	468
-13089	10175
-13089	-7282
-13089	6122
376	10267
376	17814
376	4505
-13089	5162
376	10260
13840	-13001
-13089	-4102
-13089	9860
376	2642
13840	-10920
376	-6773
13840	-9618
376	-11630
13840	3137
376	-3444
376	4142
376	13096
376	-11127
376	-9749
13840	3503
13840	12695
376	-3712
376	4845
13840	-7273
-13089	-3168
376	-11029
376	9868
13840	-3814
376	-1279
-13089	9234
-13089	6704
376	1911
27305	-7342
376	-2882
-13089	4723
376	-10243
376	-11772
13840	7240
376	9101
376	-9445
376	6424
-13089	11267
13840	-5819
376	-33741
-13089	9850
376	11310
-13089	5644
13840	10572
13840	-3706
376	-2809
376	5035
376	13438
376	-3673
-13089	-11759
-13089	3034
-13089	-1784
376	7821
13840	-1247
376	-9325
376	4401
13840	1378
-13089	-7382
13840	-9986
-13089	-7946
376	13961
376	-5367
-26554	10024
13840	-1415
-13089	2462
376	-33983
-26554	10488
376	-3726
-13089	-3018
376	4739
376	5396
13840	-9887
376	18111
-13089	2288
-13089	6315
13840	6485
13840	17315
-13089	-1605
376	-4848
-13089	3346
13840	1814
376	18259
13840	5334
376	-6121
376	8386
376	2780
13840	8127
13840	6021
376	-12633
-13089	8925
13840	13799
-13089	4262
376	-7376
376	-9591
376	3886
376	7689
-13089	2082
13840	-10817
376	-2114
-13089	707
376	4946
376	11299
376	-9794
13840	3373
13840	10002
-13089	-11769
13840	-8453
13840	7857
376	2043
376	7060
13840	3401
376	-5676
-13089	-21294
13840	18119
376	-2974
376	-9712
376	3973
376	10012
-13089	6364
-13089	-2179
-13089	-1857
-26554	4600
13840	-2533
-13089	-10041
376	-10360
376	10199
376	17986
376	6255
376	10559
13840	9185
-13089	9288
376	16983
376	833
376	-3700
13840	6337
-13089	6723
376	9913
13840	1812
376	5568
13840	-20605
376	-20139
13840	-33494
376	7657
-13089	3029
376	-2262
13840	-2627
376	7495
13840	18299
-13089	-12641
376	-5799
376	3111
13840	18294
376	18297
13840	-11273
-13089	4045
376	2537
-13089	3657
376	3985
376	2140
376	-9538
13840	4371
376	-23565
376	-13011
-13089	264
376	-13000
13840	-11473
376	17943
376	6102
376	1525
376	-10041
376	-24654
13840	-8245
376	5799
-13089	-9217
13840	6343
-13089	9057
376	17896
-13089	6626
13840	10570
-26554	-12973
376	10827
13840	9926
13840	7201
376	-653
-13089	5227
13840	-9608
376	-10695
13840	6754
376	3528
376	-4115
13840	14975
13840	-4186
376	-10451
376	9420
-13089	-814
13840	-7869
376	-2293
-13089	6892
-13089	7628
13840	-2426
376	8095
376	-8084
376	4232
376	-3368
376	-3317
13840	-7587
376	6700
376	7272
-13089	4106
13840	-23536
376	6479
-13089	4197
376	5997
-13089	-9460
376	17836
376	7792
376	-25619
13840	-3800
376	-3505
-13089	7840
13840	-14883
-13089	7925
376	6209
376	7778
376	-3422
13840	16849
-13089	1733
-26554	7103
13840	8827
376	-3813
376	-11014
-13089	-2789
376	-4965
376	-11407
376	-6797
13840	-2019
376	344
376	16979
13840	-9326
376	10567
376	10562
376	7821
376	-28627
376	-11013
13840	-1024
376	-10154
376	-222
13840	-5312
-13089	-11507
13840	10539
-13089	9663
376	-7685
376	7426
376	-33172
13840	18242
-26554	7117
13840	-880
-13089	-12976
376	-10272
376	-747
13840	1375
376	10128
376	-1844
376	-31603
376	-2512
-13089	5316
-13089	-2255
13840	-3030
376	4865
13840	10534
376	6909
376	-11374
376	7844
376	8009
376	-32725
376	2332
376	-11705
376	7061
376	10349
376	2369
-13089	-6128
376	-8644
376	8870
376	577
376	-3878
376	-3382
376	-7461
376	7569
-13089	5694
13840	6707
13840	-373
376	-10435
376	2637
13840	-5815
376	-11486
-13089	6452
-13089	-3031
376	1772
376	-3672
13840	9654
376	-3204
13840	-11612
376	147
376	8553
376	-5437
-13089	5832
-13089	5933
13840	-24704
-13089	-12959
376	-13589
376	-1512
376	5716
13840	-10476
13840	10565
376	-2294
376	4404
376	-3630
13840	-29093
376	-3759
376	-10485
-13089	-8055
13840	9524
-13089	7406
376	-11783
376	1697
-13089	407
-13089	7162
376	-8795
13840	-21473
376	6169
376	-10802
13840	-430
-13089	-1649
376	1954
376	11960
13840	4579
13840	-475
376	-14934
-13089	-3407
376	712
376	-10136
376	2545
-13089	-8724
13840	745
13840	14225
376	-3740
-13089	1761
376	-4351
-13089	6387
376	2007
376	-520
376	36
376	-3071
376	10350
376	10486
376	10460
376	-2645
376	7092
376	1685
13840	16321
13840	9661
376	3235
376	12787
13840	874
376	-3414
376	-33137
376	-11401
376	5114
376	14384
376	3805
13840	8125
13840	-11761
13840	-8853
13840	-33992
-13089	-6394
-13089	4035
376	7282
13840	18094
13840	-3804
376	-12824
-13089	344
13840	11023
376	-1873
13840	-1260
13840	15220
376	-3633
376	-10469
376	4774
376	1270
376	6631
376	-5854
376	3133
13840	-8662
376	5885
376	428
376	10403
13840	-7384
376	-11757
376	-8196
376	9965
-13089	-1825
13840	-4729
376	12241
376	-5405
-13089	-1688
376	-3692
13840	-2507
-13089	-9545
-26554	-11744
-13089	7121
-13089	-12999
376	16935
376	9623
-13089	-1698
376	-6515
-26554	3026
376	4692
13840	-1915
376	-2218
376	-31380
376	-3064
376	793
13840	-6911
-13089	3308
376	6982
376	-2410
-13089	-2644
376	-2016
13840	10129
376	-5240
-13089	3973
376	-4886
376	10546
376	7548
376	-11204
13840	6464
376	5501
376	5093
13840	9132
376	6056
376	6012
376	-4049
376	15370
13840	-9224
-13089	-9726
-13089	-9597
376	-11359
13840	-834
13840	-11740
376	7992
376	6448
13840	5964
-13089	-3361
13840	934
376	9261
376	-8694
13840	-3591
376	6249
376	3649
376	13898
13840	4450
376	2278
-13089	-3737
376	2065
376	3420
13840	9837
376	254
376	7747
376	-1547
13840	-3396
-13089	7229
376	-27424
376	-2747
-13089	6842
-13089	10149
376	7670
13840	9068
-13089	-31911
-13089	7747
-13089	-12279
-13089	-1338
-13089	5635
376	12519
376	9141
13840	-1575
376	10543
376	1810
376	7222
376	-19859
-13089	3445
376	3456
376	828
13840	3326
13840	15122
376	12147
-13089	-9811
376	-21456
376	14167
-13089	7574
13840	15889
13840	14700
376	-3719
13840	-1706
376	6964
-13089	-3780
-13089	-10981
376	-23305
13840	-27650
